amount,amount_to_average_ratio,new_recipient,recipient_transaction_count,transaction_velocity,hour_of_day,day_of_week,historical_average,historical_std,recent_suspicious_call,recent_suspicious_message,device_changed,location_anomaly,voice_risk,message_risk,scenario_type,is_fraud
16920.65,11.28,1,0,1.0036,10,6,1500.0,600.0,1,1,0,1,88,95,EXTREME,1
999.05,0.67,0,41,0.1312,20,6,1500.0,600.0,0,0,0,0,1,3,NORMAL,0
4623.44,0.92,0,36,0.1373,15,1,5000.0,2000.0,0,0,0,0,12,14,NORMAL,0
17030.98,5.68,1,0,0.473,4,0,3000.0,1200.0,0,1,0,0,17,76,SUSPICIOUS,1
3310.26,0.66,0,18,0.2043,7,0,5000.0,2000.0,0,0,0,0,9,10,NORMAL,0
32956.28,4.12,1,0,0.3866,23,3,8000.0,3200.0,0,0,0,1,17,43,SUSPICIOUS,1
100939.0,8.41,1,0,1.1626,14,1,12000.0,4800.0,1,1,0,1,88,94,EXTREME,1
3138.46,0.39,0,42,0.0766,8,1,8000.0,3200.0,0,0,0,0,3,1,NORMAL,0
36236.94,4.53,1,0,0.4869,0,5,8000.0,3200.0,0,1,0,1,8,62,SUSPICIOUS,1
2700.49,0.9,0,6,0.1465,10,4,3000.0,1200.0,0,0,0,0,2,7,NORMAL,0
5905.36,0.74,1,0,0.1296,16,1,8000.0,3200.0,0,0,0,0,0,10,NORMAL,0
89433.1,11.18,1,0,0.6998,9,4,8000.0,3200.0,1,1,1,1,80,75,EXTREME,1
3510.76,1.17,0,3,0.0623,13,6,3000.0,1200.0,0,0,0,0,10,11,NORMAL,0
13147.72,1.1,1,0,0.1925,19,6,12000.0,4800.0,0,0,0,0,2,2,NORMAL,0
12169.08,1.01,0,38,0.1724,20,4,12000.0,4800.0,0,0,0,0,3,1,NORMAL,0
48522.73,4.04,1,0,0.5344,4,1,12000.0,4800.0,1,1,0,1,58,60,SUSPICIOUS,1
22680.18,7.56,1,0,1.1661,13,2,3000.0,1200.0,1,1,0,1,82,81,EXTREME,1
3566.87,0.71,0,40,0.0884,20,1,5000.0,2000.0,0,0,0,0,4,7,NORMAL,0
57967.91,4.83,1,0,0.5183,23,2,12000.0,4800.0,1,0,0,0,61,49,SUSPICIOUS,1
2163.21,0.72,0,31,0.0433,10,3,3000.0,1200.0,0,0,0,0,8,15,NORMAL,0
2048.45,1.37,0,3,0.1849,9,1,1500.0,600.0,0,0,0,0,12,13,NORMAL,0
6997.4,0.58,0,20,0.065,17,4,12000.0,4800.0,0,0,0,0,3,1,NORMAL,0
45498.88,5.69,1,0,0.4963,14,2,8000.0,3200.0,0,0,0,0,4,18,SUSPICIOUS,1
4549.35,3.03,1,0,0.4372,19,3,1500.0,600.0,0,1,1,0,46,77,SUSPICIOUS,1
2490.27,0.83,0,23,0.0501,20,2,3000.0,1200.0,0,0,0,0,10,12,NORMAL,0
15000.0,5.0,1,0,1.156,23,1,3000.0,1200.0,1,1,1,0,93,86,EXTREME,1
4815.46,0.96,1,0,0.0998,10,2,5000.0,2000.0,0,0,0,0,8,15,NORMAL,0
2763.74,0.55,0,18,0.2476,10,1,5000.0,2000.0,0,0,0,0,8,4,NORMAL,0
9434.24,0.79,0,3,0.1657,8,4,12000.0,4800.0,0,0,0,0,6,0,NORMAL,0
6491.15,1.3,0,38,0.1296,21,4,5000.0,2000.0,0,0,0,0,4,14,NORMAL,0
6083.13,4.06,1,0,0.3052,2,2,1500.0,600.0,0,0,0,1,3,2,SUSPICIOUS,1
1358.98,0.91,0,34,0.1104,21,5,1500.0,600.0,0,0,0,0,2,10,NORMAL,0
8644.93,5.76,0,2,0.2762,0,5,1500.0,600.0,0,1,0,1,7,64,SUSPICIOUS,1
2753.23,0.92,0,11,0.1417,12,5,3000.0,1200.0,0,0,0,0,15,9,NORMAL,0
1389.07,0.93,0,15,0.0407,9,3,1500.0,600.0,0,0,1,0,6,5,NORMAL,0
45972.19,3.83,1,0,0.4551,19,4,12000.0,4800.0,0,0,0,0,5,7,SUSPICIOUS,1
9434.23,1.18,0,27,0.1655,22,2,8000.0,3200.0,0,0,0,0,3,7,NORMAL,0
4102.41,0.82,0,30,0.1083,20,0,5000.0,2000.0,0,0,0,0,5,14,NORMAL,0
5871.24,1.17,0,10,0.2025,22,6,5000.0,2000.0,0,0,0,1,15,13,NORMAL,0
4221.41,0.84,0,28,0.0528,17,2,5000.0,2000.0,0,0,0,0,10,13,NORMAL,0
8481.24,1.06,0,5,0.0963,14,2,8000.0,3200.0,0,0,0,0,1,9,NORMAL,0
2960.05,0.99,0,42,0.0632,17,1,3000.0,1200.0,0,0,0,0,0,0,NORMAL,0
3760.3,0.75,0,37,0.0533,8,4,5000.0,2000.0,0,0,0,0,6,11,NORMAL,0
7432.77,0.62,0,16,0.1009,12,2,12000.0,4800.0,0,0,0,0,10,13,NORMAL,0
3939.39,2.63,1,0,0.5761,1,4,1500.0,600.0,1,1,1,1,66,58,SUSPICIOUS,1
1411.16,0.47,1,0,0.1975,19,5,3000.0,1200.0,0,0,0,0,12,4,NORMAL,0
4151.77,2.77,1,0,0.4814,14,0,1500.0,600.0,1,0,1,0,69,4,SUSPICIOUS,1
9287.71,1.16,0,40,0.2205,17,3,8000.0,3200.0,0,0,0,0,0,9,NORMAL,0
58770.5,11.75,1,0,0.861,12,2,5000.0,2000.0,1,1,1,0,93,72,EXTREME,1
4715.54,0.94,0,36,0.1464,19,0,5000.0,2000.0,0,0,0,0,15,12,NORMAL,0
978.73,0.65,0,38,0.2448,19,6,1500.0,600.0,0,0,0,0,7,14,NORMAL,0
3747.42,0.75,0,42,0.2449,10,4,5000.0,2000.0,0,0,0,0,5,6,NORMAL,0
8380.83,2.79,1,0,0.5352,3,0,3000.0,1200.0,0,1,0,1,8,61,SUSPICIOUS,1
11772.79,0.98,0,2,0.0963,13,6,12000.0,4800.0,0,0,0,0,15,15,NORMAL,0
4407.97,0.88,0,32,0.148,9,0,5000.0,2000.0,0,0,0,0,13,2,NORMAL,0
4004.2,1.33,0,9,0.0749,21,6,3000.0,1200.0,0,0,0,0,3,1,NORMAL,0
11741.72,0.98,0,37,0.1278,7,2,12000.0,4800.0,0,0,0,0,3,13,NORMAL,0
21643.4,4.33,1,0,0.3487,2,1,5000.0,2000.0,0,0,0,0,48,11,SUSPICIOUS,1
25897.28,3.24,1,0,0.4987,2,1,8000.0,3200.0,1,1,1,0,65,66,SUSPICIOUS,1
5387.16,3.59,1,0,0.4776,19,2,1500.0,600.0,1,1,1,0,74,50,SUSPICIOUS,1
2684.69,0.89,0,2,0.2349,15,2,3000.0,1200.0,0,0,0,0,13,9,NORMAL,0
4590.87,0.92,0,43,0.1785,9,4,5000.0,2000.0,0,0,0,0,4,3,NORMAL,0
5062.98,1.01,0,10,0.2073,19,2,5000.0,2000.0,0,0,0,1,8,15,NORMAL,0
1271.34,0.42,0,7,0.2352,11,1,3000.0,1200.0,0,0,0,0,5,15,NORMAL,0
4469.12,2.98,0,2,0.4659,23,2,1500.0,600.0,0,1,0,0,42,65,SUSPICIOUS,1
2246.02,0.28,0,35,0.1066,9,4,8000.0,3200.0,0,0,0,0,6,5,NORMAL,0
2148.5,0.72,0,37,0.1327,15,5,3000.0,1200.0,0,0,0,0,3,13,NORMAL,0
27469.02,5.49,0,2,0.4914,3,4,5000.0,2000.0,0,1,0,0,47,51,SUSPICIOUS,1
22609.93,7.54,1,0,0.8208,0,4,3000.0,1200.0,1,1,1,1,89,80,EXTREME,1
4136.83,0.83,0,2,0.1674,8,5,5000.0,2000.0,0,0,0,0,8,15,NORMAL,0
17298.04,3.46,1,0,0.4289,0,6,5000.0,2000.0,0,0,0,1,15,20,SUSPICIOUS,0
10787.93,0.9,0,4,0.1176,11,5,12000.0,4800.0,0,0,0,0,5,4,NORMAL,0
4044.25,2.7,1,0,0.2249,1,6,1500.0,600.0,0,0,1,0,47,0,SUSPICIOUS,0
2787.73,0.93,0,39,0.1916,18,4,3000.0,1200.0,0,0,0,0,0,12,NORMAL,0
15000.0,10.0,1,0,1.06,16,1,1500.0,600.0,1,1,1,1,88,72,EXTREME,1
38344.7,3.2,1,0,0.2692,0,2,12000.0,4800.0,1,1,0,0,57,69,SUSPICIOUS,1
8592.11,0.72,0,7,0.0644,9,1,12000.0,4800.0,0,0,0,0,2,5,NORMAL,0
7775.29,5.18,0,1,0.4552,19,0,1500.0,600.0,0,1,0,0,7,52,SUSPICIOUS,1
5260.07,1.05,1,0,0.1882,12,2,5000.0,2000.0,0,0,0,0,4,10,NORMAL,0
27962.45,5.59,1,0,0.318,19,2,5000.0,2000.0,1,1,0,0,57,62,SUSPICIOUS,1
2382.4,0.79,1,0,0.2153,19,1,3000.0,1200.0,0,0,0,0,6,13,NORMAL,0
3813.35,0.76,0,34,0.1558,15,0,5000.0,2000.0,0,0,0,0,6,8,NORMAL,0
1574.98,1.05,0,42,0.0791,11,3,1500.0,600.0,0,0,0,0,10,11,NORMAL,0
668.88,0.45,0,8,0.1722,7,1,1500.0,600.0,0,0,0,0,13,15,NORMAL,0
1631.37,1.09,0,24,0.1043,21,4,1500.0,600.0,0,0,0,0,5,0,NORMAL,0
54190.54,4.52,1,0,0.3597,3,2,12000.0,4800.0,0,1,1,0,19,65,SUSPICIOUS,1
3832.96,1.28,0,34,0.0626,20,6,3000.0,1200.0,0,0,0,0,8,12,NORMAL,0
3100.73,1.03,0,40,0.2427,13,4,3000.0,1200.0,0,0,0,0,4,4,NORMAL,0
1031.5,0.69,0,21,0.2065,11,6,1500.0,600.0,0,0,0,0,11,14,NORMAL,0
1999.66,0.67,0,13,0.1033,9,1,3000.0,1200.0,0,0,0,0,7,6,NORMAL,0
14689.49,4.9,0,2,0.202,2,2,3000.0,1200.0,1,0,0,0,70,6,SUSPICIOUS,1
6872.13,0.86,0,8,0.1214,17,6,8000.0,3200.0,0,0,0,0,4,12,NORMAL,0
8750.4,1.09,0,36,0.055,22,5,8000.0,3200.0,0,0,0,0,0,7,NORMAL,0
11375.89,3.79,1,0,0.5293,14,0,3000.0,1200.0,0,0,1,0,4,42,SUSPICIOUS,1
4876.37,0.98,0,13,0.1294,16,2,5000.0,2000.0,0,0,1,0,12,15,NORMAL,0
3179.94,0.4,0,27,0.1833,10,3,8000.0,3200.0,0,0,0,0,2,11,NORMAL,0
5424.13,0.68,0,2,0.0738,11,4,8000.0,3200.0,0,0,1,0,12,14,NORMAL,0
31828.8,3.98,1,0,0.37,1,4,8000.0,3200.0,0,1,0,0,14,70,SUSPICIOUS,1
4078.19,0.82,0,13,0.246,19,6,5000.0,2000.0,0,0,1,0,2,4,NORMAL,0
13058.62,1.09,0,34,0.2107,21,3,12000.0,4800.0,0,0,0,0,1,14,NORMAL,0
10079.93,1.26,0,5,0.2267,18,2,8000.0,3200.0,0,0,0,0,13,10,NORMAL,0
1553.3,1.04,0,13,0.1016,20,0,1500.0,600.0,0,0,0,0,14,10,NORMAL,0
1182.73,0.79,0,4,0.1516,19,1,1500.0,600.0,0,0,0,0,5,2,NORMAL,0
1917.57,0.64,0,29,0.2275,18,3,3000.0,1200.0,0,0,1,0,7,14,NORMAL,0
1321.2,0.88,0,42,0.2106,10,3,1500.0,600.0,0,0,0,0,2,10,NORMAL,0
31220.71,3.9,1,0,0.4987,1,6,8000.0,3200.0,0,0,1,0,3,18,SUSPICIOUS,1
11854.46,0.99,0,17,0.1858,8,2,12000.0,4800.0,0,0,0,0,15,6,NORMAL,0
2470.85,0.82,0,44,0.0496,19,1,3000.0,1200.0,0,0,1,0,9,8,NORMAL,0
6431.29,0.8,0,19,0.0961,17,0,8000.0,3200.0,0,0,1,0,7,7,NORMAL,0
1192.43,0.79,0,40,0.2137,20,5,1500.0,600.0,0,0,0,0,10,12,NORMAL,0
1665.18,0.33,0,24,0.2128,11,3,5000.0,2000.0,0,0,0,0,15,6,NORMAL,0
5011.33,0.63,0,4,0.1787,9,5,8000.0,3200.0,0,0,0,0,15,11,NORMAL,0
8191.77,0.68,0,20,0.1977,21,5,12000.0,4800.0,0,0,0,0,14,0,NORMAL,0
13453.44,1.12,0,29,0.1272,7,6,12000.0,4800.0,0,0,0,0,9,15,NORMAL,0
8467.41,0.71,0,40,0.2393,10,0,12000.0,4800.0,0,0,0,0,12,6,NORMAL,0
4721.69,0.94,0,12,0.201,19,4,5000.0,2000.0,0,0,0,0,13,11,NORMAL,0
9658.53,0.8,0,25,0.1724,17,4,12000.0,4800.0,0,0,0,0,12,7,NORMAL,0
5027.56,0.63,0,30,0.073,12,3,8000.0,3200.0,0,0,0,0,9,0,NORMAL,0
7337.32,0.92,0,45,0.2305,19,4,8000.0,3200.0,0,0,0,0,13,13,NORMAL,0
10144.33,0.85,0,41,0.1702,9,4,12000.0,4800.0,0,0,0,0,13,0,NORMAL,0
56270.8,4.69,1,0,0.5807,0,5,12000.0,4800.0,0,1,0,0,20,72,SUSPICIOUS,1
22986.45,7.66,1,0,0.9784,7,1,3000.0,1200.0,1,1,0,1,95,92,EXTREME,1
5595.18,1.12,1,0,0.0465,21,3,5000.0,2000.0,0,0,0,0,7,14,NORMAL,0
4044.6,0.51,0,9,0.2088,17,6,8000.0,3200.0,0,0,0,0,5,7,NORMAL,0
578.25,0.39,0,45,0.1821,22,6,1500.0,600.0,0,0,0,0,12,2,NORMAL,0
59614.27,4.97,1,0,1.0213,20,4,12000.0,4800.0,1,1,1,0,80,84,EXTREME,1
26704.09,5.34,0,3,0.5075,23,3,5000.0,2000.0,0,0,0,1,16,14,SUSPICIOUS,1
3240.94,1.08,0,39,0.1983,10,5,3000.0,1200.0,0,0,0,0,5,11,NORMAL,0
31093.27,10.36,1,0,0.5681,3,2,3000.0,1200.0,1,1,1,0,100,92,EXTREME,1
41070.07,5.13,0,2,0.3181,19,2,8000.0,3200.0,0,1,1,1,8,78,SUSPICIOUS,1
8572.88,0.71,0,16,0.2248,18,5,12000.0,4800.0,0,0,0,0,9,9,NORMAL,0
4431.08,0.89,0,30,0.1814,11,5,5000.0,2000.0,0,0,0,0,4,4,NORMAL,0
3481.53,0.7,0,3,0.2187,16,1,5000.0,2000.0,0,0,0,0,0,8,NORMAL,0
7703.12,0.64,0,41,0.229,18,5,12000.0,4800.0,0,0,0,0,4,10,NORMAL,0
2381.7,0.3,0,35,0.1412,22,3,8000.0,3200.0,0,0,0,0,0,2,NORMAL,0
3691.05,1.23,0,40,0.2034,10,5,3000.0,1200.0,0,0,0,0,6,11,NORMAL,0
1090.9,0.73,0,35,0.2286,13,2,1500.0,600.0,0,0,0,0,1,12,NORMAL,0
11735.77,0.98,1,0,0.1562,9,6,12000.0,4800.0,0,0,0,0,1,14,NORMAL,0
4039.61,0.81,0,13,0.1848,14,1,5000.0,2000.0,0,0,1,0,14,5,NORMAL,0
13728.53,1.14,0,14,0.194,9,1,12000.0,4800.0,0,0,0,0,9,1,NORMAL,0
4998.05,0.42,0,8,0.1528,8,2,12000.0,4800.0,0,0,0,0,2,6,NORMAL,0
7213.45,0.9,0,36,0.1638,22,2,8000.0,3200.0,0,0,0,0,0,13,NORMAL,0
41767.08,5.22,1,0,0.5223,19,0,8000.0,3200.0,1,0,0,0,61,15,SUSPICIOUS,1
34397.61,4.3,0,2,0.3057,3,2,8000.0,3200.0,1,1,0,0,70,80,SUSPICIOUS,1
3119.2,1.04,0,22,0.2276,22,3,3000.0,1200.0,0,0,0,0,5,5,NORMAL,0
23782.72,4.76,1,0,1.0896,10,5,5000.0,2000.0,1,1,1,1,97,75,EXTREME,1
1692.21,0.56,0,34,0.1041,22,0,3000.0,1200.0,0,0,0,0,9,6,NORMAL,0
2631.42,0.88,0,27,0.205,12,4,3000.0,1200.0,0,0,0,0,5,10,NORMAL,0
9814.39,0.82,0,19,0.088,15,3,12000.0,4800.0,0,0,0,0,9,11,NORMAL,0
1897.69,0.38,0,22,0.1344,20,4,5000.0,2000.0,0,0,1,0,12,13,NORMAL,0
1334.95,0.89,0,24,0.1756,11,3,1500.0,600.0,0,0,0,0,8,0,NORMAL,0
2965.41,0.59,0,25,0.045,20,6,5000.0,2000.0,0,0,0,0,12,10,NORMAL,0
13984.34,4.66,1,0,0.3096,1,1,3000.0,1200.0,1,0,0,0,65,18,SUSPICIOUS,1
1451.62,0.97,0,26,0.1844,22,1,1500.0,600.0,0,0,0,0,8,12,NORMAL,0
5307.0,1.06,0,25,0.132,16,0,5000.0,2000.0,0,0,0,0,15,4,NORMAL,0
4912.3,0.61,0,11,0.1639,13,4,8000.0,3200.0,0,0,0,0,2,14,NORMAL,0
22241.8,4.45,0,3,0.2087,1,6,5000.0,2000.0,0,0,0,0,10,11,SUSPICIOUS,1
1729.06,0.58,0,31,0.0878,18,2,3000.0,1200.0,0,0,0,0,6,8,NORMAL,0
4486.42,2.99,1,0,0.3709,19,6,1500.0,600.0,1,1,0,0,68,72,SUSPICIOUS,1
8788.89,5.86,0,2,0.5161,19,2,1500.0,600.0,1,0,0,0,75,44,SUSPICIOUS,1
6541.75,4.36,0,1,0.4296,19,4,1500.0,600.0,0,0,0,0,6,13,SUSPICIOUS,1
27610.65,9.2,1,0,0.4584,20,4,3000.0,1200.0,1,1,0,0,90,84,EXTREME,1
8386.98,1.05,0,27,0.1607,7,4,8000.0,3200.0,0,0,1,0,12,0,NORMAL,0
1238.6,0.41,0,16,0.1627,17,4,3000.0,1200.0,0,0,0,0,14,6,NORMAL,0
5540.68,1.11,0,38,0.072,11,1,5000.0,2000.0,0,0,0,0,9,5,NORMAL,0
1697.51,1.13,0,36,0.1132,9,2,1500.0,600.0,0,0,0,0,10,7,NORMAL,0
1720.72,0.57,0,19,0.0889,13,6,3000.0,1200.0,0,0,0,0,11,0,NORMAL,0
23447.08,2.93,0,1,0.3776,3,3,8000.0,3200.0,1,1,0,0,63,53,SUSPICIOUS,1
1194.4,0.8,1,0,0.0768,10,1,1500.0,600.0,0,0,0,0,6,3,NORMAL,0
4311.97,0.86,0,22,0.1272,13,0,5000.0,2000.0,0,0,0,0,11,15,NORMAL,0
6477.31,0.81,1,0,0.1198,20,3,8000.0,3200.0,0,0,0,0,3,11,NORMAL,0
1218.52,0.81,0,43,0.1031,9,5,1500.0,600.0,0,0,1,0,12,15,NORMAL,0
3357.81,0.67,1,0,0.218,12,4,5000.0,2000.0,0,0,0,0,0,4,NORMAL,0
3542.22,0.44,0,5,0.1652,13,6,8000.0,3200.0,0,0,0,0,9,11,NORMAL,0
9344.97,1.17,0,35,0.2427,12,2,8000.0,3200.0,0,0,1,0,3,5,NORMAL,0
72020.0,9.0,1,0,1.1272,8,4,8000.0,3200.0,1,1,0,1,90,70,EXTREME,1
5180.79,0.65,1,0,0.2231,20,0,8000.0,3200.0,0,0,0,1,12,5,NORMAL,0
2868.05,0.96,1,0,0.2475,10,3,3000.0,1200.0,0,0,0,0,14,13,NORMAL,0
2959.71,0.99,0,42,0.0402,22,3,3000.0,1200.0,0,0,0,0,8,4,NORMAL,0
10219.27,0.85,0,8,0.1403,13,1,12000.0,4800.0,0,0,0,0,7,4,NORMAL,0
1241.86,0.83,0,27,0.0993,10,1,1500.0,600.0,0,0,0,0,7,8,NORMAL,0
3787.49,0.76,0,31,0.1804,15,6,5000.0,2000.0,0,0,0,0,4,10,NORMAL,0
9423.61,0.79,0,4,0.1971,19,5,12000.0,4800.0,0,0,0,1,1,6,NORMAL,0
1874.49,1.25,0,17,0.074,17,0,1500.0,600.0,0,0,0,0,15,15,NORMAL,0
86943.06,7.25,1,0,1.1942,14,4,12000.0,4800.0,1,1,1,0,88,87,EXTREME,1
9919.7,0.83,0,23,0.2493,12,2,12000.0,4800.0,0,0,0,0,10,15,NORMAL,0
7257.07,4.84,1,0,0.4076,1,6,1500.0,600.0,0,0,1,0,36,4,SUSPICIOUS,1
1360.87,0.91,0,20,0.0665,18,2,1500.0,600.0,0,0,0,0,14,13,NORMAL,0
37669.72,3.14,0,3,0.278,3,6,12000.0,4800.0,1,0,0,0,57,49,SUSPICIOUS,1
82814.99,6.9,1,0,0.5843,16,1,12000.0,4800.0,1,1,1,1,91,75,EXTREME,1
9878.09,0.82,0,11,0.1536,20,6,12000.0,4800.0,0,0,1,0,6,8,NORMAL,0
7695.43,0.96,0,35,0.2441,22,3,8000.0,3200.0,0,0,0,0,10,4,NORMAL,0
827.28,0.55,0,37,0.1803,13,5,1500.0,600.0,0,0,0,0,2,1,NORMAL,0
7085.89,0.89,0,17,0.1222,12,5,8000.0,3200.0,0,0,0,0,13,12,NORMAL,0
5047.56,1.01,1,0,0.2423,15,1,5000.0,2000.0,0,0,0,0,12,3,NORMAL,0
2925.63,0.98,0,11,0.1812,17,0,3000.0,1200.0,0,0,0,0,3,9,NORMAL,0
7836.65,0.65,0,44,0.132,10,4,12000.0,4800.0,0,0,0,0,14,4,NORMAL,0
3473.94,0.69,0,4,0.1201,15,0,5000.0,2000.0,0,0,0,0,14,13,NORMAL,0
2841.4,0.36,0,16,0.1498,9,5,8000.0,3200.0,0,0,0,0,11,7,NORMAL,0
8295.82,1.04,0,42,0.0621,15,6,8000.0,3200.0,0,0,0,0,8,8,NORMAL,0
6842.6,1.37,0,7,0.0427,22,1,5000.0,2000.0,0,0,0,0,15,7,NORMAL,0
930.23,0.62,0,33,0.1577,19,4,1500.0,600.0,0,0,0,0,12,1,NORMAL,0
1687.86,1.13,0,9,0.243,14,2,1500.0,600.0,0,0,0,0,13,12,NORMAL,0
10716.69,1.34,0,38,0.2213,8,3,8000.0,3200.0,0,0,0,0,13,0,NORMAL,0
3668.36,0.73,1,0,0.2333,7,5,5000.0,2000.0,0,0,0,0,14,8,NORMAL,0
4117.56,0.82,0,17,0.0981,8,2,5000.0,2000.0,0,0,0,0,14,8,NORMAL,0
10961.22,0.91,0,37,0.1761,19,6,12000.0,4800.0,0,0,0,0,11,5,NORMAL,0
4834.62,0.97,0,36,0.1954,14,2,5000.0,2000.0,0,0,0,0,9,3,NORMAL,0
28761.88,3.6,1,0,0.2745,14,1,8000.0,3200.0,1,1,0,0,66,68,SUSPICIOUS,1
2278.68,0.76,0,9,0.0799,16,4,3000.0,1200.0,0,0,0,0,9,5,NORMAL,0
8480.32,2.83,1,0,0.5659,14,6,3000.0,1200.0,1,1,1,0,56,65,SUSPICIOUS,1
4600.15,0.92,0,7,0.108,14,3,5000.0,2000.0,0,0,0,0,1,7,NORMAL,0
12961.29,2.59,1,0,0.478,3,1,5000.0,2000.0,0,0,1,0,14,6,SUSPICIOUS,0
94394.24,7.87,1,0,0.7512,17,4,12000.0,4800.0,1,1,1,0,98,76,EXTREME,1
11331.3,0.94,0,38,0.2266,19,5,12000.0,4800.0,0,0,0,0,8,11,NORMAL,0
4213.42,0.84,0,17,0.1072,18,0,5000.0,2000.0,0,0,0,0,4,10,NORMAL,0
15853.35,5.28,1,0,0.2386,19,4,3000.0,1200.0,1,1,0,0,73,62,SUSPICIOUS,1
5855.83,0.49,0,16,0.1377,8,3,12000.0,4800.0,0,0,0,0,14,15,NORMAL,0
1917.94,0.64,1,0,0.1342,8,2,3000.0,1200.0,0,0,0,0,15,4,NORMAL,0
22470.69,4.49,0,3,0.211,19,3,5000.0,2000.0,0,0,0,0,4,6,SUSPICIOUS,1
1580.41,0.32,0,38,0.2077,20,1,5000.0,2000.0,0,0,0,0,10,0,NORMAL,0
8172.19,1.63,0,6,0.1689,20,5,5000.0,2000.0,0,0,0,0,5,6,NORMAL,0
16275.26,5.43,1,0,0.5715,1,2,3000.0,1200.0,1,1,0,0,60,64,SUSPICIOUS,1
40864.61,5.11,1,0,0.6746,3,2,8000.0,3200.0,1,1,0,0,91,75,EXTREME,1
7842.24,0.98,1,0,0.0947,13,1,8000.0,3200.0,0,0,0,0,11,2,NORMAL,0
12135.65,1.01,0,40,0.0528,8,5,12000.0,4800.0,0,0,0,0,11,3,NORMAL,0
49207.53,4.1,1,0,0.6615,9,0,12000.0,4800.0,1,1,1,1,98,88,EXTREME,1
3424.35,1.14,0,41,0.1446,13,2,3000.0,1200.0,0,0,0,0,3,4,NORMAL,0
39778.29,4.97,0,1,0.4029,19,0,8000.0,3200.0,0,0,0,0,17,3,SUSPICIOUS,1
3994.43,0.8,0,45,0.0779,12,0,5000.0,2000.0,0,0,0,0,15,6,NORMAL,0
28911.82,5.78,0,3,0.5327,19,0,5000.0,2000.0,0,1,1,0,2,63,SUSPICIOUS,1
11466.49,1.43,0,27,0.0487,8,3,8000.0,3200.0,0,0,0,0,3,2,NORMAL,0
102047.68,8.5,1,0,0.9618,16,3,12000.0,4800.0,1,1,1,1,97,90,EXTREME,1
7184.57,0.9,0,20,0.2383,20,3,8000.0,3200.0,0,0,0,1,13,12,NORMAL,0
1696.54,1.13,0,32,0.168,16,3,1500.0,600.0,0,0,0,0,9,1,NORMAL,0
1630.32,1.09,0,39,0.197,12,5,1500.0,600.0,0,0,0,0,10,1,NORMAL,0
3035.43,0.61,0,24,0.2425,8,6,5000.0,2000.0,0,0,0,0,13,5,NORMAL,0
8530.98,5.69,1,0,0.58,3,5,1500.0,600.0,0,1,0,1,48,76,SUSPICIOUS,1
4040.76,0.51,0,9,0.2341,7,1,8000.0,3200.0,0,0,0,0,10,5,NORMAL,0
3580.48,0.72,0,27,0.0494,11,4,5000.0,2000.0,0,0,0,0,7,8,NORMAL,0
12769.85,1.06,0,42,0.105,15,3,12000.0,4800.0,0,0,0,0,0,13,NORMAL,0
16075.61,5.36,1,0,0.4401,14,0,3000.0,1200.0,0,1,1,1,14,54,SUSPICIOUS,1
16973.28,5.66,1,0,0.2733,23,1,3000.0,1200.0,0,0,1,0,8,12,SUSPICIOUS,1
40982.97,3.42,0,2,0.5292,3,0,12000.0,4800.0,1,1,0,0,66,73,SUSPICIOUS,1
1575.15,1.05,0,4,0.2149,12,0,1500.0,600.0,0,0,0,0,2,7,NORMAL,0
3115.72,1.04,0,4,0.1792,13,6,3000.0,1200.0,0,0,1,1,6,10,NORMAL,0
11084.15,3.69,0,1,0.34,3,5,3000.0,1200.0,1,1,0,1,59,58,SUSPICIOUS,1
11026.83,3.68,1,0,0.2101,19,0,3000.0,1200.0,0,1,1,0,19,75,SUSPICIOUS,1
4216.85,0.84,1,0,0.1838,20,4,5000.0,2000.0,0,0,0,0,0,5,NORMAL,0
944.3,0.63,0,8,0.1837,7,3,1500.0,600.0,0,0,0,0,0,1,NORMAL,0
1021.81,0.68,0,42,0.0474,9,0,1500.0,600.0,0,0,0,0,15,12,NORMAL,0
6510.96,0.81,0,17,0.1834,15,2,8000.0,3200.0,0,0,0,0,14,15,NORMAL,0
4519.16,0.38,0,16,0.0703,12,3,12000.0,4800.0,0,0,0,1,8,5,NORMAL,0
4516.62,0.9,0,31,0.1262,14,3,5000.0,2000.0,0,0,0,0,4,11,NORMAL,0
8118.49,1.01,0,30,0.1332,19,3,8000.0,3200.0,0,0,0,0,11,10,NORMAL,0
13012.71,1.08,0,15,0.1896,13,6,12000.0,4800.0,0,0,0,0,11,14,NORMAL,0
3584.88,0.45,0,21,0.0848,11,3,8000.0,3200.0,0,0,0,0,3,14,NORMAL,0
7911.83,0.66,0,14,0.0856,12,5,12000.0,4800.0,0,0,0,0,12,13,NORMAL,0
3172.11,1.06,0,44,0.0762,11,5,3000.0,1200.0,0,0,0,0,12,6,NORMAL,0
2404.63,0.8,0,10,0.2002,22,2,3000.0,1200.0,0,0,0,0,1,3,NORMAL,0
1513.28,1.01,0,5,0.1096,9,2,1500.0,600.0,0,0,0,0,11,6,NORMAL,0
53627.14,10.73,1,0,0.6904,10,4,5000.0,2000.0,1,1,1,1,94,85,EXTREME,1
2700.93,0.54,0,37,0.0736,11,1,5000.0,2000.0,0,0,0,0,13,3,NORMAL,0
1909.0,0.64,0,42,0.1386,15,5,3000.0,1200.0,0,0,0,0,7,3,NORMAL,0
